Movie Title,Director,Count,Picked By
Le Havre,Aki Kaurismäki,4,"BEN GIBBARDS, RICHARD AYOADE, THE QUAY BROTHERS, VOLKER SCHLÖNDORFF"
Masculin féminin,Jean-Luc Godard,4,"ALFONSO CUARÓN AND PAWEŁ PAWLIKOWSKI, FLYING LOTUS, GREGG ARAKI, TODD HAYNES"
Beyond the Valley of the Dolls,Russ Meyer,4,"JOHN WATERS, SUSANNA HOFFS, TODD HAYNES, YO LA TENGO"
The Player,Robert Altman,4,"AUBREY PLAZA AND JEFF BAENA, CHARLIE DAY, JOSH AND BENNY SAFDIE, MATTHEW MODINE"
The Magician,Ingmar Bergman,4,"ALEC BALDWIN, GUILLERMO DEL TORO, LAURIE ANDERSON, PARK CHAN-WOOK"
Paths of Glory,Stanley Kubrick,4,"FREDERICK WISEMAN, GUILLERMO DEL TORO, OWEN KLINE, TERRY GILLIAM"
Antichrist,Lars von Trier,4,"ADRIAN UTLEY, BILL HADER, CHARLOTTE GAINSBOURG, SLAVOJ ŽIŽEK"
Stage and Spectacle: Three Films by Jean Renoir,Collector’s Set,4,"JACK GARFEIN, MATÍAS PIÑEIRO, PHILIP KAUFMAN, RENATE REINSVE"
Real Life,Albert Brooks,3,"BILL HADER, BOWEN YANG, LAURA DERN"
The Awful Truth,Leo McCarey,3,"GRIFFIN DUNNE, KRISTIN SCOTT THOMAS, LAURA DERN"
The Last Picture Show,Peter Bogdanovich,3,"ARI ASTER, GREG GONZALEZ, LAURA DERN"
Portrait of a Lady on Fire,Céline Sciamma,3,"AMELIA DIMOLDENBERG, JODIE FOSTER, LINA RODRIGUEZ"
Withnail and I,Bruce Robinson,3,"FLORENCE WELCH, SETH MEYERS, WILL ARNETT"
The Double Life of Véronique,Krzysztof Kieślowski,3,"BRIT MARLING AND ZAL BATMANGLIJ, NICHOLAS BRITELL, RODARTE"
Tokyo Olympiad,Kon Ichikawa,3,"KAHLIL JOSEPH, NICHOLAS BRITELL, ROGER & JAMES DEAKINS"
Brief Encounter,David Lean,3,"PARK CHAN-WOOK, TED DANSON & MARY STEENBURGEN, TODD HAYNES"
"By Brakhage: An Anthology, Volumes One and Two",Stan Brakhage,3,"DAVID REMNICK, DEREK CIANFRANCE, TUNDE ADEBIMPE"
"The Wes Anderson Archive: Ten Films, Twenty-Five Years",Collector’s Set,3,"CILLIAN MURPHY, DAVID REMNICK, GUILLERMO DEL TORO"
Eclipse Series 31: Three Popular Films by Jean-Pierre Gorin,Collector’s Set,3,"CAULEEN SMITH, LOUIS GARREL, VINCE STAPLES"
"Jo Jo Dancer, Your Life Is Calling",Richard Pryor,3,"CARRIE COON, NATASHA LYONNE, VINCE STAPLES"
Häxan,Benjamin Christensen,3,"CATE BLANCHETT AND TODD FIELD, FLORENCE WELCH, JENNIFER KENT"
This Is Spinal Tap,Rob Reiner,3,"FLORENCE WELCH, JAMIE LEE CURTIS, MARY BRONSTEIN"
Jackie Chan: Emergence of a Superstar,Collector’s Set,3,"JOHN DAVID WASHINGTON AND MALCOLM WASHINGTON, LUCY LIU, SETH ROGEN & EVAN GOLDBERG"
Army of Shadows,Jean-Pierre Melville,3,"KATHRYN BIGELOW, RYUSUKE HAMAGUCHI, SETH MEYERS"
Funny Games,Michael Haneke,3,"BEN SINCLAIR, JASON BATEMAN, SETH ROGEN & EVAN GOLDBERG"
Carnal Knowledge,Mike Nichols,3,"BENNY SAFDIE, BILLY CRUDUP, YORGOS LANTHIMOS"
Wim Wenders: The Road Trilogy,Collector’s Set,3,"BENNY SAFDIE, GARRETT BRADLEY, JEREMY THOMAS"
The Great Escape,John Sturges,3,"AMY IRVING, BENNY SAFDIE, ERIC BANA"
Kwaidan,Masaki Kobayashi,3,"HIDEO KOJIMA, RODRIGO PRIETO, TRACY LETTS"
Hoop Dreams,Steve James,3,"ANDREW GARFIELD, NATASHA LYONNE, TRACY LETTS"
Winchester ’73,Anthony Mann,3,"ARI ASTER, TOM ROTHMAN, TRACY LETTS"
Ugetsu,Kenji Mizoguchi,3,"HIDEO KOJIMA, JULIA FOX, LAV DIAZ"
A Hard Day’s Night,Richard Lester,3,"AMELIA DIMOLDENBERG, EDGAR WRIGHT, MIKE LEIGH"
The Naked Kiss,Samuel Fuller,3,"HARI NEF, LUCA GUADAGNINO, OWEN KLINE"
Certified Copy,Abbas Kiarostami,3,"DEREK CIANFRANCE, PABLO LARRAÍN, RENATE REINSVE"
Dogfight,Nancy Savoca,3,"CLAIRE DANES, KARYN KUSAMA, KERRY CONDON"
Daisies,Věra Chytilová,3,"ARI ASTER, ELLE FANNING, ROSAMUND PIKE"
Bringing Up Baby,Howard Hawks,3,"ELLE FANNING, GREGG ARAKI, NEAL BRENNAN"
I Knew Her Well,Antonio Pietrangeli,3,"DESIREE AKHAVAN, ELLE FANNING, ISABELLE HUPPERT"
"Dance, Girl, Dance",Dorothy Arzner,3,"FRANCIS FORD COPPOLA, MARY BRONSTEIN, SALLY POTTER"
"It’s a Mad, Mad, Mad, Mad World",Stanley Kramer,3,"DYLAN BAKER, MARY BRONSTEIN, SETH ROGEN & EVAN GOLDBERG"
Martin Scorsese’s World Cinema Project No. 3,Collector’s Set,3,"CARL FRANKLIN, KLEBER MENDONÇA FILHO, WAGNER MOURA"
Martin Scorsese’s World Cinema Project No. 2,Collector’s Set,3,"HARRIS DICKINSON, PAYAL KAPADIA, WAGNER MOURA"
Rosetta,Luc Dardenne and Jean-Pierre Dardenne,3,"CILLIAN MURPHY, JOHN DAVID WASHINGTON AND MALCOLM WASHINGTON, WAGNER MOURA"
Drugstore Cowboy,Gus Van Sant,3,"BARBIE FERREIRA, JOSH BROLIN, MATT DILLON"
Dead Man,Jim Jarmusch,3,"BILL AND TURNER ROSS, DAVID BYRNE, NICK OFFERMAN"
All That Heaven Allows,Douglas Sirk,3,"ELEGANCE BRATTON, GUILLERMO DEL TORO, TODD HAYNES"
George Washington,David Gordon Green,3,"BARRY JENKINS, JUDD APATOW, KERRY CONDON"
Fast Times at Ridgemont High,Amy Heckerling,3,"BEN AFFLECK, JOEL POTRYKUS, JUDD APATOW"
Purple Noon,René Clément,3,"GAEL GARCIA BERNAL, JUDE LAW, KRISTIN SCOTT THOMAS"
Chimes at Midnight,Orson Welles,3,"BARRY LEVINSON, CARL FRANKLIN, PETER WOLF"
The Manchurian Candidate,John Frankenheimer,3,"JAMIE LEE CURTIS, JOHN DWYER, KYLE MACLACHLAN"
The 39 Steps,Alfred Hitchcock,3,"ADRIAN UTLEY, DAVID BYRNE, MATTHEW BRODERICK"
Spartacus,Stanley Kubrick,3,"BARRY LEVINSON, LEE DANIELS, WYCLEF JEAN"
Touki bouki,Djibril Diop Mambéty,3,"BILL AND TURNER ROSS, MATT DILLON, SAUL WILLIAMS AND ANISIA UZEYMAN"
Pickup on South Street,Samuel Fuller,3,"CHRIS EIGEMAN, LEE DANIELS, MATT DILLON"
The Mother and the Whore,Jean Eustache,3,"BRADY CORBET, CARRIE COON, MICHAEL CERA"
The Grand Budapest Hotel,Wes Anderson,3,"JANE SCHOENBRUN, JARVIS COCKER, SETH MEYERS"
Town Bloody Hall,Chris Hegedus and D. A. Pennebaker,3,"LENA DUNHAM, MAURA TIERNEY, NATASHA LYONNE"
Night on Earth,Jim Jarmusch,3,"ERIC BANA, LENA DUNHAM, MARIANNE JEAN-BAPTISTE & MIKE LEIGH"
The Elephant Man,David Lynch,3,"BEN AFFLECK, KYLE MACLACHLAN, MICHAEL SHANNON"
Easy Rider,Dennis Hopper,3,"CRISTIAN MUNGIU, DIANE KRUGER, MIKEY MADISON"
Election,Alexander Payne,3,"DAN LEVY, PAUL W. DOWNS, TAVI GEVINSON"
Polyester,John Waters,3,"BARBIE FERREIRA, KATYA ZAMOLODCHIKOVA, RODARTE"
Betty Blue,Jean-Jacques Beineix,3,"BARBIE FERREIRA, GARRETT BRADLEY, MINNIE DRIVER"
Broadcast News,James L. Brooks,3,"AIMEE LOU WOOD, GINA PRINCE-BYTHEWOOD, TAVI GEVINSON"
André Gregory & Wallace Shawn: 3 Films,Collector’s Set,3,"ANDRÉ GREGORY AND WALLACE SHAWN, LAURIE ANDERSON, ROB DELANEY"
The Friends of Eddie Coyle,Peter Yates,3,"CHRIS EIGEMAN, GINA GERSHON, MARK RYLANCE"
Mystery Train,Jim Jarmusch,3,"ALAN PALOMO, BOWEN YANG, PATRICK BRICE"
In a Lonely Place,Nicholas Ray,3,"GRIFFIN DUNNE, RODARTE, TODD HAYNES"
Eric Rohmer’s Tales of the Four Seasons,Collector’s Set,3,"CARRIE COON, GREG GONZALEZ, MOLLY RINGWALD"
Michael Haneke: Trilogy,Michael Haneke,3,"ARI ASTER, ATOM EGOYAN, JOEL EDGERTON"
Working Girls,Lizzie Borden,3,"ATOM EGOYAN, ROSANNA ARQUETTE, SARITA CHOUDHURY"
Death in Venice,Luchino Visconti,3,"BRADY CORBET, CARL FRANKLIN, ROBERT EGGERS"
The Ascent,Larisa Shepitko,3,"BRADY CORBET, CATE BLANCHETT AND TODD FIELD, DYLAN BAKER"
Summertime,David Lean,3,"ELEGANCE BRATTON, PAMELA ANDERSON, ROSANNA ARQUETTE"
The Kid,Charles Chaplin,3,"ANNA KARINA, MIKEY MADISON, NATHAN LANE"
Heaven’s Gate,Michael Cimino,3,"JOACHIM TRIER, MARK BRIDGES, MIKEY MADISON"
Divorce Italian Style,Pietro Germi,3,"CHIARA MASTROIANNI, LESLIE HARRIS, MIKE LEIGH"
Harakiri,Masaki Kobayashi,3,"HIDEO KOJIMA, JOHNNIE TO, KOJI YAKUSHO"
This Sporting Life,Lindsay Anderson,3,"ALFONSO CUARÓN AND PAWEŁ PAWLIKOWSKI, JOHN LITHGOW, PAUL DANO"
Hunger,Steve McQueen,3,"KEN BURNS, MARIANNE JEAN-BAPTISTE & MIKE LEIGH, MICHAEL K. WILLIAMS"
Roberto Rossellini’s War Trilogy,Collector’s Set,3,"ALAIN GUIRAUDIE, EDWARD BERGER, MATTEO GARRONE"
Vampyr,Carl Th. Dreyer,3,"JACQUES AUDIARD, THE QUAY BROTHERS, WILLIAM FRIEDKIN"
After Hours,Martin Scorsese,3,"GINTS ZILBALODIS, JULIO TORRES, KLEBER MENDONÇA FILHO"
The Watermelon Woman,Cheryl Dunye,3,"CHERYL DUNYE, TYLER MITCHELL, ZEINABU IRENE DAVIS"
The Passion of Joan of Arc,Carl Th. Dreyer,3,"ADRIAN UTLEY, ANNA KENDRICK, HLYNUR PÁLMASON"
A Story of Floating Weeds / Floating Weeds: Two Films by Yasujiro Ozu,Collector’s Set,3,"MARIANNE JEAN-BAPTISTE & MIKE LEIGH, RYUSUKE HAMAGUCHI, WIM WENDERS"
Ashes and Diamonds,Andrzej Wajda,3,"JERZY SKOLIMOWSKI, MARIANNE JEAN-BAPTISTE & MIKE LEIGH, WILLEM DAFOE"
EO,Jerzy Skolimowski,3,"CHARLES MELTON, JR, MARIANNE JEAN-BAPTISTE & MIKE LEIGH"
The Prince of Tides,Barbra Streisand,3,"KERRY CONDON, KEVIN SMITH, LILA AVILÉS"
Deep Cover,Bill Duke,3,"KEMP POWERS, KEVIN SMITH, THEODORE WITCHER"
Salvatore Giuliano,Francesco Rosi,3,"BILL HADER, IRA SACHS, JOHN DARNIELLE"
The Fisher King,Terry Gilliam,3,"ALESSANDRO BORGHI, FELIX VAN GROENINGEN, AND CHARLOTTE VANDERMEERSCH, CAROL KANE, ZOË KRAVITZ AND CHANNING TATUM"
Diamonds of the Night,Jan Němec,3,"AGNIESZKA HOLLAND, JERZY SKOLIMOWSKI, ST. VINCENT"
Bottle Rocket,Wes Anderson,3,"AYO EDEBIRI, M.I.A. AND STEPHEN LOVERIDGE, PATRICK BRICE"
Frances Ha,Noah Baumbach,3,"FIVE COMICS, LILY GLADSTONE & ERICA TREMBLAY, MAYA AND ETHAN HAWKE"
Make Way for Tomorrow,Leo McCarey,3,"PAUL DANO, PAUL SCHEER, PHIL ROSENTHAL"
Breaker Morant,Bruce Beresford,3,"ALICIA MALONE, ERIC BANA, ETHAN HAWKE AND JONATHAN MARC SHERMAN"
Bigger Than Life,Nicholas Ray,3,"ARI ASTER, NICOLAS WINDING REFN, RYUSUKE HAMAGUCHI"
Design for Living,Ernst Lubitsch,3,"ANNIE BAKER AND LUCIAN JOHNSTON, HARI NEF, LAURIE ANDERSON"
Tess,Roman Polanski,3,"BONG JOON HO, JOSH AND BENNY SAFDIE, MAYA AND ETHAN HAWKE"
Me and You and Everyone We Know,Miranda July,3,"CHELSEA PERETTI, NEAL BRENNAN, SARA DOSA"
The Killing of a Chinese Bookie,John Cassavetes,3,"MARY HARRON, TIM BLAKE NELSON, WILLIAM FRIEDKIN"
The Life and Death of Colonel Blimp,Michael Powell and Emeric Pressburger,3,"ALDEN EHRENREICH, ANDRÉ GREGORY AND WALLACE SHAWN, PAUL GIAMATTI"
Island of Lost Souls,Erle C. Kenton,3,"DEVO: GERALD CASALE AND MARK MOTHERSBAUGH, GASPAR NOÉ, JACQUELINE NOVAK AND JOHN EARLY"
Kagemusha,Akira Kurosawa,3,"DAN LEVY, JOHN DARNIELLE, WIM WENDERS"
Eclipse Series 12: Aki Kaurismäki’s Proletariat Trilogy,Aki Kaurismäki,3,"BEN GIBBARDS, LILA AVILÉS, THE QUAY BROTHERS"
The Devil’s Backbone,Guillermo del Toro,3,"EUZHAN PALCY, RAVEN JACKSON, WILLEM DAFOE"
Written on the Wind,Douglas Sirk,3,"ELEGANCE BRATTON, OWEN KLINE, TODD HAYNES"
"sex, lies, and videotape",Steven Soderbergh,3,"FIVE COMICS, JUSTINE TRIET, KYLE MACLACHLAN"
My Beautiful Laundrette,Stephen Frears,3,"JOSH AND BENNY SAFDIE, MARK BRIDGES, SARITA CHOUDHURY"
Pierre Etaix,Collector’s Set,3,"JULIO TORRES, LOUIS GARREL, RENATE REINSVE"
Scenes from a Marriage,Ingmar Bergman,3,"AUBREY PLAZA AND JEFF BAENA, BARBARA SUKOWA, LESLIE HARRIS"
Man Bites Dog,"Rémy Belvaux, André Bonzel, and Benoit Poelvoorde",3,"FIVE COMICS, JOEL EDGERTON, YORGOS LANTHIMOS & ARIANE LABED"
Eclipse Series 19: Chantal Akerman in the Seventies,Chantal Akerman,3,"CHARLOTTE WELLS, SEAN BAKER, TAVI GEVINSON"
My Winnipeg,Guy Maddin,3,"CATE BLANCHETT AND TODD FIELD, LAURIE ANDERSON, WILCO"
Summer with Monika,Ingmar Bergman,3,"CATE BLANCHETT AND TODD FIELD, CLAIRE DENIS, LOUIS GARREL"
Cronos,Guillermo del Toro,3,"BONG JOON HO, EUZHAN PALCY, KEMP POWERS"
Eating Raoul,Paul Bartel,3,"ANDRÉ GREGORY AND WALLACE SHAWN, PETER SARSGAARD, SEAN BAKER"
Throne of Blood,Akira Kurosawa,3,"BONG JOON HO, EDGAR WRIGHT, MARCO BELLOCCHIO"
Rosemary’s Baby,Roman Polanski,3,"AUBREY PLAZA AND JEFF BAENA, FIVE COMICS, THE WOLFPACK"
Nashville,Robert Altman,3,"KIM CATTRALL, RICHARD E. GRANT, TIM ROBBINS"
Repulsion,Roman Polanski,3,"GUILLERMO DEL TORO, KIM CATTRALL, THE WOLFPACK"
Tanner ’88,Robert Altman,2,"LAURA DERN, MATTHEW MODINE"
Diabolique,Henri-Georges Clouzot,2,"JUNE SQUIBB, LAURA DERN"
The Umbrellas of Cherbourg,Jacques Demy,2,"LAURA DERN, ROB DELANEY"
Smooth Talk,Joyce Chopra,2,"ALICIA SILVERSTONE, LAURA DERN"
The Underground Railroad,Barry Jenkins,2,"JOHN DAVID WASHINGTON AND MALCOLM WASHINGTON, NICHOLAS BRITELL"
Funny Girl,William Wyler,2,"AIMEE LOU WOOD, TED DANSON & MARY STEENBURGEN"
"Thelonious Monk Straight, No Chaser",Charlotte Zwerin,2,"DAVID REMNICK, TRACY LETTS"
King Lear,Jean-Luc Godard,2,"BEN WHISHAW, DAVID REMNICK"
The Others,Alejandro Amenábar,2,"JOEL KIM BOOSTER, VINCE STAPLES"
Topsy-Turvy,Mike Leigh,2,"RIAN JOHNSON, TIM BLAKE NELSON"
Valerie and Her Week of Wonders,Jaromil Jireš,2,"FLORENCE WELCH, TAVI GEVINSON"
Yojimbo / Sanjuro: Two Samurai Films by Akira Kurosawa,Collector’s Set,2,"JUNE SQUIBB, TERRY GILLIAM"
Detour,Edgar G. Ulmer,2,"KATHRYN BIGELOW, PATTON OSWALT"
The Power of the Dog,Jane Campion,2,"ELLE FANNING, NIA DACOSTA"
"Black God, White Devil",Glauber Rocha,2,"WAGNER MOURA, YORGOS LANTHIMOS"
Flow,Gints Zilbalodis,2,"BENNY SAFDIE, MARK DUPLASS"
The Red Balloon and Other Stories: Five Films by Albert Lamorisse,Collector’s Set,2,"BENNY SAFDIE, CHELSEA PERETTI"
Red River,Howard Hawks,2,"TRACY LETTS, VIGGO MORTENSEN"
I Am Cuba,Mikhail Kalatozov,2,"DANNY BOYLE, LAV DIAZ"
Werckmeister Harmonies,Béla Tarr and Ágnes Hranitzky,2,"JANE SCHOENBRUN, LAV DIAZ"
Céline and Julie Go Boating,Jacques Rivette,2,"CHARLI XCX, MOLLY RINGWALD"
Autumn Sonata,Ingmar Bergman,2,"CHARLI XCX, JANE SCHOENBRUN"
Something Wild,Jonathan Demme,2,"EDGAR WRIGHT, GREGG ARAKI"
The Three Musketeers / The Four Musketeers: Two Films by Richard Lester,Collector’s Set,2,"EDGAR WRIGHT, WYCLEF JEAN"
The Earrings of Madame de . . .,Max Ophuls,2,"EDGAR WRIGHT, PETER WOLF"
The Last Temptation of Christ,Martin Scorsese,2,"LUCA GUADAGNINO, WILLEM DAFOE"
Youth of the Beast,Seijun Suzuki,2,"BI GAN, JOHN DARNIELLE"
Master of the House,Carl Th. Dreyer,2,"BI GAN, GASPAR NOÉ"
Freaks / The Unknown / The Mystic: Tod Browning’s Sideshow Shockers,Tod Browning,2,"DEREK CIANFRANCE, ROBERT EGGERS"
The Breakfast Club,John Hughes,2,"AZAZEL JACOBS, CLAIRE DANES"
Streetwise/Tiny: The Life of Erin Blackwell,Martin Bell,2,"BEN GIBBARDS, CLAIRE DANES"
Frownland,Ronald Bronstein,2,"MARY BRONSTEIN, PATTON OSWALT"
The Kid with a Bike,Jean-Pierre Dardenne and Luc Dardenne,2,"CALLUM TURNER, WAGNER MOURA"
Sweetie,Jane Campion,2,"AGNÈS VARDA, BEN WHISHAW"
Jubilee,Derek Jarman,2,"ANOHNI, BEN WHISHAW"
L’humanité,Bruno Dumont,2,"BEN WHISHAW, HLYNUR PÁLMASON"
Night and Fog,Alain Resnais,2,"ANOHNI, HANS ZIMMER"
1984,Michael Radford,2,"ANOHNI, JANELLE MONÁE"
Heart of a Dog,Laurie Anderson,2,"NICK OFFERMAN, WILCO"
A Room with a View,James Ivory,2,"CHARLOTTE RAMPLING AND ANDREW HAIGH, NICK OFFERMAN"
Kicking and Screaming,Noah Baumbach,2,"BILLY CRUDUP, MAYA AND ETHAN HAWKE"
Lone Star,John Sayles,2,"ARI ASTER, MARK DUPLASS"
Code Unknown,Michael Haneke,2,"ASIF KAPADIA, CILLIAN MURPHY"
Roma,Federico Fellini,2,"COLIN QUINN, GUILLERMO DEL TORO"
Au revoir les enfants,Louis Malle,2,"GUILLERMO DEL TORO, WINONA RYDER"
Killer of Sheep,Charles Burnett,2,"CHARLES BURNETT, REGINALD HUDLIN"
Risky Business,Paul Brickman,2,"GREG GONZALEZ, REGINALD HUDLIN"
Slacker,Richard Linklater,2,"JAY DUPLASS, KEVIN SMITH"
The Life Aquatic with Steve Zissou,Wes Anderson,2,"JUDD APATOW, WILLEM DAFOE"
Kameradschaft,G. W. Pabst,2,"JUDD APATOW, ROGER & JAMES DEAKINS"
Women in Love,Ken Russell,2,"ISABEL SANDOVAL, KRISTIN SCOTT THOMAS"
You Can Count on Me,Kenneth Lonergan,2,"ARI ASTER, KRISTIN SCOTT THOMAS"
Monsoon Wedding,Mira Nair,2,"BARRY JENKINS, JAMIE LEE CURTIS"
Downhill Racer,Michael Ritchie,2,"EDWARD BERGER, JAMIE LEE CURTIS"
"Now, Voyager",Irving Rapper,2,"MATTHEW BRODERICK, TODD HAYNES"
Double Indemnity,Billy Wilder,2,"CHARLES BURNETT, MATTHEW BRODERICK"
Targets,Peter Bogdanovich,2,"ARI ASTER, ROGER CORMAN"
La Bamba,Luis Valdez,2,"GREG GONZALEZ, WYCLEF JEAN"
The Game,David Fincher,2,"ANDREW GARFIELD, JOSEPH KOSINSKI"
Anora,Sean Baker,2,"DANNY BOYLE, MICHAEL CERA"
Prince of Broadway,Sean Baker,2,"DANNY BOYLE, MICHAEL CERA"
Gregg Araki’s Teen Apocalypse Trilogy,Gregg Araki,2,"BARBIE FERREIRA, MICHAEL CERA"
The Long Good Friday,John Mackenzie,2,"HARRIS DICKINSON, SETH MEYERS"
Pandora’s Box,G. W. Pabst,2,"AZAZEL JACOBS, NATASHA LYONNE"
My Brilliant Career,Gillian Armstrong,2,"CAROL KANE, LENA DUNHAM"
Following,Christopher Nolan,2,"RYAN COOGLER, THE WOLFPACK"
Bull Durham,Ron Shelton,2,"BEN AFFLECK, KEVIN SMITH"
Tótem,Lila Avilés,2,"AZAZEL JACOBS, DIEGO LUNA"
Dodes’ka-den,Akira Kurosawa,2,"CHARLES BURNETT, MARK RYLANCE"
A Day in the Country,Jean Renoir,2,"CHARLES BURNETT, MATÍAS PIÑEIRO"
I fidanzati,Ermanno Olmi,2,"CHARLES BURNETT, MAURA DELPERO"
Three Revolutionary Films by Ousmane Sembène,Collector’s Set,2,"CHARLES BURNETT, ZEINABU IRENE DAVIS"
Akira Kurosawa’s Dreams,Akira Kurosawa,2,"GARRETT BRADLEY, TUNDE ADEBIMPE"
Pariah,Dee Rees,2,"ANDRÉ HOLLAND, TUNDE ADEBIMPE"
Querelle,Rainer Werner Fassbinder,2,"KATYA ZAMOLODCHIKOVA, LEE DANIELS"
The Spy Who Came in from the Cold,Martin Ritt,2,"JOHN LITHGOW, STEVE COOGAN"
The Servant,Joseph Losey,2,"STEVE COOGAN, TODD HAYNES"
I Am Curious,Vilgot Sjöman,2,"NATHAN LANE, ROSAMUND PIKE"
Memories of Murder,Bong Joon Ho,2,"CHARLES MELTON, FRANKLIN LEONARD"
"4 Months, 3 Weeks and 2 Days",Cristian Mungiu,2,"FRANKLIN LEONARD, JEAN-PIERRE AND LUC DARDENNE"
Anatomy of a Fall,Justine Triet,2,"AGNIESZKA HOLLAND, FRANKLIN LEONARD"
The Hidden Fortress,Akira Kurosawa,2,"FLOYD NORMAN, MARK RYLANCE"
Miracle in Milan,Vittorio De Sica,2,"AZAZEL JACOBS, MARK RYLANCE"
The Tree of Wooden Clogs,Ermanno Olmi,2,"MARK RYLANCE, MAURA DELPERO"
Small Axe,Steve McQueen,2,"MARK RYLANCE, NATHALIE EMMANUEL"
Beastie Boys Video Anthology,Various,2,"FIVE COMICS, QUESTLOVE"
The Fugitive Kind,Sidney Lumet,2,"KEVIN BACON, MICHAEL K. WILLIAMS"
Multiple Maniacs,John Waters,2,"BOWEN YANG, RODARTE"
The Last Days of Disco,Whit Stillman,2,"BOWEN YANG, HARI NEF"
Taste of Cherry,Abbas Kiarostami,2,"AGNÈS VARDA, GRIFFIN DUNNE"
Crossing Delancey,Joan Micklin Silver,2,"AMY IRVING, CARRIE COON"
The Cremator,Juraj Herz,2,"CARRIE COON, MANUEL GARCIA-RULFO"
Mandabi,Ousmane Sembène,2,"CARRIE COON, ROSINE MBAKAM"
Cries and Whispers,Ingmar Bergman,2,"AMY IRVING, RICHARD E. GRANT"
Le petit soldat,Jean-Luc Godard,2,"AMY IRVING, COLIN QUINN"
Drylongso,Cauleen Smith,2,"JOHN DAVID WASHINGTON AND MALCOLM WASHINGTON, ZEINABU IRENE DAVIS"
Faces,John Cassavetes,2,"DESIREE AKHAVAN, JOHN DAVID WASHINGTON AND MALCOLM WASHINGTON"
Take Out,Sean Baker and Shih-Ching Tsou,2,"BEN GIBBARDS, MIKEY MADISON"
Gilda,Charles Vidor,2,"ALICIA MALONE, MIKEY MADISON"
An Actor’s Revenge,Kon Ichikawa,2,"GINA PRINCE-BYTHEWOOD, ROBERT EGGERS"
The Innocents,Jack Clayton,2,"PHIL ROSENTHAL, ROBERT EGGERS"
The Life of Oharu,Kenji Mizoguchi,2,"HARRIS DICKINSON, MARIANNE JEAN-BAPTISTE & MIKE LEIGH"
The Organizer,Mario Monicelli,2,"CHIARA MASTROIANNI, JOHN SAYLES"
The Magnificent Ambersons,Orson Welles,2,"JULIETTE BINOCHE AND RALPH FIENNES, MAYA AND ETHAN HAWKE"
The Furies,Anthony Mann,2,"JULIETTE BINOCHE AND RALPH FIENNES, VIGGO MORTENSEN"
Che,Steven Soderbergh,2,"ARI ASTER, DENIS VILLENEUVE"
Lars von Trier’s Europe Trilogy,Lars von Trier,2,"DENIS VILLENEUVE, JULIA GARNER"
Fellini Satyricon,Federico Fellini,2,"DENIS VILLENEUVE, TRACE LYSETTE"
Blow Out,Brian De Palma,2,"JOHN LITHGOW, PARK CHAN-WOOK"
La vérité,Henri-Georges Clouzot,2,"JUSTINE TRIET, PAMELA ANDERSON"
Fists in the Pocket,Marco Bellocchio,2,"PAMELA ANDERSON, RYUSUKE HAMAGUCHI"
One Night in Miami . . .,Regina King,2,"JEREMY POPE, KEMP POWERS"
Boyhood,Richard Linklater,2,"PABLO LARRAÍN, VOLKER SCHLÖNDORFF"
Medicine for Melancholy,Barry Jenkins,2,"ANDRÉ HOLLAND, RAVEN JACKSON"
Charulata,Satyajit Ray,2,"IRA SACHS, PAYAL KAPADIA"
2 or 3 Things I Know About Her,Jean-Luc Godard,2,"BILL POPE, ISABELLE HUPPERT"
Nothing but a Man,Michael Roemer,2,"CALLUM TURNER, ISABELLE HUPPERT"
The Last Wave,Peter Weir,2,"JENNIFER KENT, JEREMY THOMAS"
Mona Lisa,Neil Jordan,2,"COLIN QUINN, JUDE LAW"
Meantime,Mike Leigh,2,"JARVIS COCKER, JOSH AND BENNY SAFDIE"
If....,Lindsay Anderson,2,"CHARLOTTE RAMPLING AND ANDREW HAIGH, JOEL POTRYKUS"
Great Expectations,David Lean,2,"NICK LOWE, SLAVOJ ŽIŽEK"
The Asphalt Jungle,John Huston,2,"AGNÈS B., BILL HADER"
The Rose,Mark Rydell,2,"LAURA ALBERT & JEFF FEUERZEIG, ZOË KRAVITZ AND CHANNING TATUM"
Lola Montès,Max Ophuls,2,"ALFONSO CUARÓN AND PAWEŁ PAWLIKOWSKI, GINA GERSHON"
The Seventh Seal,Ingmar Bergman,2,"GINA GERSHON, ROGER & JAMES DEAKINS"
Charade,Stanley Donen,2,"AYO EDEBIRI, GUILLERMO DEL TORO"
The Funeral,Juzo Itami,2,"AYO EDEBIRI, KOJI YAKUSHO"
Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,Martin Scorsese,2,"LILY GLADSTONE & ERICA TREMBLAY, WILCO"
Forty Guns,Samuel Fuller,2,"PATTON OSWALT, VIGGO MORTENSEN"
The Gunfighter,Henry King,2,"ROGER CORMAN, VIGGO MORTENSEN"
3:10 to Yuma,Delmer Daves,2,"ALEC BALDWIN, VIGGO MORTENSEN"
Walker,Alex Cox,2,"EDGAR WRIGHT, PAUL SCHEER"
Destry Rides Again,George Marshall,2,"ALDEN EHRENREICH, DYLAN BAKER"
Until the End of the World,Wim Wenders,2,"RYUSUKE HAMAGUCHI, WIM WENDERS"
Judex,Georges Franju,2,"MIKE LEIGH, RYUSUKE HAMAGUCHI"
Teorema,Pier Paolo Pasolini,2,"AGNÈS B., JEREMY O. HARRIS"
